iter	MAE
272	718.7232034
273	718.0103161
274	716.284834
275	713.1486498
276	712.5585322
277	712.3610309
278	712.3370565
279	711.7358793
280	711.494187
281	710.7876185
282	710.5473
283	710.4842188
284	709.0584648
285	708.9204354
286	707.0958204
287	706.6489302
288	706.3716756
289	706.1651493
290	705.7075394
291	705.4080728
292	705.1085316
293	704.7846975
294	704.585619
295	704.4092105
296	702.677762
297	701.1713374
298	699.3432621
299	699.23104
300	699.1528871
301	698.8277628
302	698.7149684
303	695.7776207
304	695.657414
305	691.9464506
306	691.231024
307	690.4879774
308	690.0818835
309	688.9602224
310	688.8047352
311	688.3004437
312	688.0886599
313	687.8263853
314	687.3638948
315	686.8744681
316	686.5094871
317	686.1566235
318	686.0179133
319	685.9035642
320	683.4399122
321	683.0794146
322	682.9962812
323	682.6739157
324	681.8057917
325	681.3921999
326	678.9866065
327	678.9212972
328	678.5068471
329	677.9016407
330	677.3073321
331	676.5233448
332	673.884552
333	673.1634907
334	672.9513272
335	669.3986027
336	669.3546735
337	667.3291049
338	667.0980275
339	666.6704817
340	666.3755866
341	666.1854977
342	666.0780252
343	665.5482321
344	663.4044647
345	661.6386546
346	661.290802
347	661.0794049
348	659.434022
349	658.3346842
350	658.067646
351	657.8321194
352	654.1876796
353	653.9733082
354	653.8838865
355	652.862542
356	652.8146531
357	650.3412842
358	648.6219235
359	648.0805301
360	647.8853748
361	647.8347614
362	647.6438626
363	645.4507116
364	645.2551367
365	645.2203507
366	643.0898509
367	642.9315342
368	642.4980568
369	640.9410967
370	640.5255877
371	640.2909319
372	640.0640532
373	638.2418786
374	637.7167305
375	637.4398958
376	637.3277528
377	636.9303702
378	635.9701544
379	635.5508669
380	635.4269555
381	634.7496318
382	634.6236307
383	634.4195367
384	632.8566551
385	632.7219679
386	632.5505533
387	632.345662
388	630.3641824
389	628.327273
390	627.4534972
391	626.7412028
392	624.5841022
393	624.339784
394	623.7268538
395	623.1358745
396	623.0184704
397	620.7436652
398	619.2122411
399	617.6010992
400	617.4848721
401	617.2381065
402	617.1569736
403	615.7017261
404	613.9194104
405	611.7446789
406	611.2104758
407	610.382652
408	609.8669314
409	607.9467427
410	607.8603022
411	606.3297814
412	606.2166723
413	605.9104512
414	605.5440065
415	605.4127709
416	605.3299925
417	605.2561689
418	604.6878936
419	604.6104712
420	604.581882
421	604.5030826
422	602.5820516
423	602.5636533
424	602.268183
425	601.8094038
426	601.7112268
427	601.5685278
428	601.1350671
429	600.0834479
430	599.5306912
431	597.6472775
432	596.5382171
433	595.4367911
434	595.3683968
435	594.9592774
436	594.8668516
437	593.3882405
438	593.2942348
439	593.1055461
440	592.9627981
441	591.9205817
442	590.2640211
443	590.2245744
444	589.738997
445	588.92177
446	587.9866098
447	587.6099862
448	586.2810457
449	584.838906
450	584.7807557
451	584.6754543
452	583.6169976
453	583.5484598
454	583.4722086
455	582.2817512
456	580.9498964
457	579.8023842
458	579.3017274
459	577.8912736
460	577.8701409
461	577.8470103
462	576.8626292
463	576.4237286
464	576.3079835
465	575.6632827
466	575.5751095
467	574.3567752
468	574.2857698
469	573.4913692
470	573.4098829
471	572.746387
472	572.6152683
473	571.6281392
474	571.5119248
475	571.3902259
476	570.4710283
477	569.7081953
478	568.9179513
479	568.2410646
480	566.9441435
481	566.0498186
482	565.0013897
483	564.7290045
484	564.2514425
485	564.0512323
486	562.882136
487	562.0749627
488	561.9522961
489	561.4676346
490	560.4330619
491	560.3644007
492	560.1848648
493	559.6494927
494	559.5357785
495	559.3210939
496	559.2984013
497	559.2284246
498	558.6476625
499	558.4784538
500	558.2019366
501	558.0402958
502	557.2384814
503	557.1720998
504	556.6964064
505	555.9423339
506	554.4524086
507	554.1128696
508	553.5341389
509	553.165719
510	553.1360519
511	551.8877537
512	551.0334093
513	550.9115192
514	550.3112143
515	549.5881617
516	549.293487
517	548.6136934
518	548.5206659
519	547.5897748
520	547.5152717
521	547.4190337
522	547.3965864
523	546.8347747
524	545.9632284
525	545.2723256
526	545.1480469
527	544.591293
528	543.9855244
529	543.5159853
530	543.2033913
531	542.9114489
532	542.6234151
533	542.4914559
534	541.9815067
535	541.6501402
536	540.8951056
537	540.3462264
538	540.0446539
539	538.7950556
540	537.673884
541	537.5858091
542	536.9514844
543	536.5679376
544	536.367366
545	536.337316
546	535.7128155
547	535.0535786
548	534.5130705
549	534.2131575
550	534.0504347
551	533.769448
552	532.899541
553	532.7107933
554	532.3287254
555	532.2837184
556	532.1573982
557	531.9511122
558	531.8671573
559	531.6077618
560	531.416853
561	531.3763345
562	530.4814984
563	529.976172
564	529.9150475
565	529.7787723
566	529.7281129
567	529.6874765
568	529.4604232
569	529.3629646
570	529.2372166
571	528.5295112
572	528.3683284
573	528.2490232
574	527.5686608
575	527.5103136
576	527.438515
577	527.1389204
578	526.3536367
579	525.4659638
580	525.4438224
581	525.3990203
582	524.2911789
583	524.0516182
584	523.9128117
585	523.8396771
586	523.6955505
587	523.4473973
588	523.3853855
589	523.3363511
590	523.0939764
591	523.0373368
592	522.4997604
593	521.8876713
594	521.7208413
595	520.857976
596	520.1324309
597	519.8805831
598	519.4657886
599	519.3335974
600	519.2473268
601	519.1722338
602	518.6773138
603	518.6023392
604	518.3825175
605	518.1966131
606	517.8609908
607	517.6975548
608	517.4365293
609	517.2812597
610	517.2224724
611	517.1704405
612	517.1365185
613	517.1034588
614	516.4695477
615	516.0828551
616	516.0185966
617	515.9492389
618	515.811028
619	515.7646677
620	515.6442142
621	515.5807582
622	515.242442
623	515.0761663
624	514.9624323
625	514.6169944
626	514.5748158
627	514.4803882
628	514.3517347
629	514.3262643
630	514.1884245
631	514.15334
632	513.891314
633	513.7867621
634	513.6995419
635	513.4851985
636	513.2641801
637	513.0029535
638	512.6673909
639	512.2710003
640	512.0816723
641	511.7007776
642	511.2896628
643	510.8378154
644	510.3628014
645	510.3284912
646	510.202344
647	509.8760794
648	509.1349594
649	509.0504167
650	508.9048005
651	508.473206
652	508.2539994
653	507.9301932
654	507.8154053
655	507.4935653
656	507.0034948
657	506.5860377
658	506.4754946
659	506.2252697
660	505.2777302
661	505.2503741
662	505.1866561
663	505.1220359
664	505.0557176
665	504.9784308
666	504.7893186
667	504.3260254
668	504.2506632
669	503.8988805
670	503.8698758
671	503.4939904
672	503.0402391
673	502.4765642
674	502.0954122
675	501.894439
676	501.882805
677	501.7643622
678	501.4039791
679	501.103811
680	500.9847305
681	500.9169072
682	500.4972635
683	500.3946741
684	500.1003495
685	499.9754096
686	499.9444579
687	499.7263681
688	499.5972959
689	499.5130693
690	499.3348814
691	499.3051285
692	499.1077091
693	498.7210333
694	498.4984504
695	498.0446012
696	497.6597555
697	497.309414
698	497.0839382
699	496.6130194
700	496.5544273
701	496.4596274
702	496.2834901
703	496.0810138
704	495.7227666
705	495.6766052
706	495.4474032
707	495.10872
708	494.9993249
709	494.8064181
710	493.9897924
711	493.7131678
712	493.4882264
713	493.1255987
714	493.0700558
715	492.9758651
716	492.9188262
717	492.5447827
718	492.3159475
719	492.1117726
720	491.831177
721	491.3669913
722	491.2722213
723	491.218332
724	491.2076712
725	491.1265174
726	490.2628862
727	489.9119344
728	489.449036
729	489.3426888
730	489.0930999
731	488.9375232
732	488.8837122
733	488.2412642
734	488.100682
735	487.8730703
736	487.797927
737	487.779508
738	487.6730623
739	487.5320071
740	487.4858336
741	487.4737519
742	487.3250578
743	486.8047839
744	486.7655912
745	486.6379692
746	486.0824608
747	485.9928502
748	485.8255166
749	485.509052
750	485.1821543
751	484.8874903
752	484.5257683
753	484.2329508
754	484.1956236
755	483.9925121
756	483.8611343
757	483.8321263
758	483.72992
759	483.7085389
760	483.4041176
761	483.3582707
762	483.2559431
763	483.1523948
764	483.0591053
765	483.0167694
766	482.3568654
767	482.2188887
768	482.2100139
769	481.7634696
770	481.7136237
771	481.5916793
772	481.1679557
773	481.1447002
774	480.9545644
775	480.9379804
776	480.7271428
777	480.5869591
778	480.4473145
779	480.135608
780	480.0640225
781	479.5137833
782	479.4807435
783	479.4421555
784	479.0546084
785	479.0105395
786	478.9284267
787	478.6498916
788	478.2162382
789	477.921457
790	477.5844706
791	477.4440152
792	477.4134539
793	477.311616
794	477.2345761
795	477.1052867
796	477.0594572
797	476.9983372
798	476.9625365
799	476.6777177
800	476.3557112
801	476.3025569
802	476.0898467
803	475.6705912
804	475.6326412
805	475.4725631
806	475.3844308
807	475.3621973
808	475.2931182
809	474.8409839
810	474.805769
811	474.6823754
812	474.4479301
813	474.2737162
814	474.2110583
815	474.1280911
816	474.0731964
817	473.9858398
818	473.8552407
819	473.6644382
820	473.6412844
821	473.5959054
822	473.5792933
823	473.4606997
824	473.3855346
825	473.3592386
826	472.9717633
827	472.8434039
828	472.7253624
829	472.6567348
830	472.1872674
831	471.9751288
832	471.8150129
833	471.7677144
834	471.3913398
835	471.3810656
836	471.173931
837	471.082555
838	470.9872214
839	470.9605194
840	470.9320978
841	470.8833242
842	470.7830846
843	470.7537809
844	470.5014225
845	470.4831022
846	470.4478989
847	470.4077145
848	470.3397658
849	470.2928449
850	470.2618913
851	470.1787698
852	470.0931334
853	470.058277
854	470.0130667
855	469.9178044
856	469.7083052
857	469.5264586
858	469.3622853
859	469.3120065
860	469.2717838
861	469.1044815
862	468.9694514
863	468.9114234
864	468.7939546
865	468.7231646
866	468.6984726
867	468.3814235
868	468.2764244
869	467.8937858
870	467.8527945
871	467.8189436
872	467.7565351
873	467.6978839
874	467.6740399
875	467.5762774
876	467.4931487
877	467.4735582
878	467.3735857
879	467.3195462
880	467.1266048
881	467.0185286
882	466.854029
883	466.7339967
884	466.6060499
885	466.5336868
886	466.5105001
887	466.4674457
888	466.4172168
889	465.3464593
890	465.107146
891	465.0711399
892	464.9753421
893	464.9630499
894	464.8682143
895	464.8547849
896	464.4877166
897	464.4233296
898	464.3799824
899	464.3536991
900	463.9356675
901	463.9174606
902	463.6410246
903	463.6186472
904	463.5719456
905	463.4064793
906	463.061727
907	463.0324372
908	462.9054003
909	462.8576377
910	462.5948498
911	462.5604742
912	462.4610549
913	462.4348476
914	462.3525826
915	462.2903254
916	462.0560872
917	461.9718783
918	461.9391826
919	461.915453
920	461.7158683
921	461.6781622
922	461.5430489
923	460.8665047
924	460.733055
925	460.6942749
926	460.6534843
927	460.6060728
928	460.5730898
929	460.527472
930	460.4900027
931	460.4240796
932	460.3475898
933	460.1564231
934	460.1367272
935	460.0482096
936	460.0312276
937	460.0155639
938	459.8777357
939	459.8611154
940	459.7442801
941	459.7406495
942	459.7271668
943	459.7127766
944	459.6956092
945	459.6351457
946	459.2163593
947	459.211589
948	459.1734703
949	459.1605964
950	459.0832792
951	458.942539
952	458.8467721
953	458.0215755
954	457.842882
955	457.8100122
956	457.0831771
957	457.0395704
958	456.5017303
959	456.4631723
960	456.2037633
961	456.1392963
962	455.9758819
963	455.8532844
964	455.8217865
965	455.7627277
966	455.6118487
967	455.5168985
968	455.4396228
969	455.3643715
970	455.3428878
971	455.3266386
972	455.2836322
973	455.2646766
974	455.2396747
975	455.1931557
976	455.1578472
977	455.1340724
978	455.0573674
979	454.9000799
980	454.8589834
981	454.644172
982	454.5612984
983	454.5455784
984	454.4511412
985	454.4346357
986	454.4003578
987	454.3190712
988	454.30459
989	453.5287607
990	453.4036269
991	453.2804933
992	453.2080701
993	453.1340465
994	453.0071713
995	452.9232976
996	452.9042307
997	452.770966
998	452.7041477
999	452.3309778
