iter	Logloss
303	0.05419041281
304	0.05381411518
305	0.0535340012
306	0.05344581837
307	0.05331069885
308	0.05315051254
309	0.05302672075
310	0.05266820587
311	0.05258005812
312	0.05211028395
313	0.05186416724
314	0.05179754709
315	0.0517872293
316	0.05173654797
317	0.05149538675
318	0.05142173061
319	0.05133509964
320	0.05120278864
321	0.05106246909
322	0.05104291158
323	0.05074869509
324	0.05050770271
325	0.05048051277
326	0.05032424061
327	0.05029833849
328	0.05009825092
329	0.04998275849
330	0.04982725646
331	0.04969651432
332	0.04952821032
333	0.04936953218
334	0.04926405078
335	0.04907208722
336	0.04891409463
337	0.04888431677
338	0.04888431553
339	0.04870178428
340	0.04850232028
341	0.04849029046
342	0.04833034688
343	0.04823685963
344	0.04806430111
345	0.04801083051
346	0.04777294783
347	0.0474902466
348	0.04746004422
349	0.0473048599
350	0.04712588758
351	0.04711840242
352	0.04694255771
353	0.04670339234
354	0.0465317452
355	0.04631631836
356	0.04625422853
357	0.04562918675
358	0.04545628284
359	0.04536556817
360	0.04509079323
361	0.04501852422
362	0.04485987509
363	0.04470209946
364	0.04461122003
365	0.04448316114
366	0.044482785
367	0.04429225305
368	0.04420480888
369	0.04419991727
370	0.04399511923
371	0.04389585393
372	0.04377243773
373	0.04374581215
374	0.04362233844
375	0.04360460492
376	0.04360177317
377	0.04334385609
378	0.04327748484
379	0.0429832858
380	0.04270421671
381	0.04257299036
382	0.04252706904
383	0.04250856956
384	0.04244751751
385	0.0423243707
386	0.04225578073
387	0.04170214488
388	0.04146923912
389	0.04098113361
390	0.04092985497
391	0.04084622971
392	0.0407830999
393	0.04071745872
394	0.04055756472
395	0.04041793687
396	0.04026755033
397	0.04017565846
398	0.04001117669
399	0.03976924996
400	0.03963513932
401	0.03951297121
402	0.03945147083
403	0.039361438
404	0.03924941654
405	0.03908256896
406	0.03887839486
407	0.03883054732
408	0.03868871458
409	0.03867331101
410	0.038348023
411	0.03828925712
412	0.03824030786
413	0.03819534212
414	0.03812205237
415	0.0381081119
416	0.03803634412
417	0.03796279494
418	0.03785389649
419	0.0378468475
420	0.03784065648
421	0.03783672819
422	0.03772179364
423	0.03753276829
424	0.0374206977
425	0.03740020709
426	0.03732070747
427	0.03731724678
428	0.0371861346
429	0.03702647412
430	0.03696657597
431	0.03664135115
432	0.03660376262
433	0.03644473724
434	0.03640719519
435	0.03629588226
436	0.03620477155
437	0.03618623117
438	0.03611504294
439	0.03602946035
440	0.0359577808
441	0.03579086686
442	0.03574883826
443	0.03574271823
444	0.03572000308
445	0.0355304755
446	0.03547738616
447	0.03540832639
448	0.0353328192
449	0.03533281908
450	0.03526559371
451	0.03515511294
452	0.03506067387
453	0.03502505395
454	0.03502038878
455	0.03491136274
456	0.03486588652
457	0.03477298888
458	0.03463859463
459	0.03452242434
460	0.03444554138
461	0.03439399387
462	0.03434770362
463	0.03433780301
464	0.03433265142
465	0.03417982414
466	0.03411580439
467	0.03398796783
468	0.03387261314
469	0.03384902261
470	0.03378244121
471	0.03372399481
472	0.03370942089
473	0.03351938935
474	0.03346658129
475	0.03341733826
476	0.03338105986
477	0.03319387467
478	0.03314542769
479	0.03301851272
480	0.03297270961
481	0.03292772665
482	0.032800527
483	0.03274269644
484	0.03266963482
485	0.0325979365
486	0.0324667661
487	0.03241818741
488	0.03241410809
489	0.03227139516
490	0.03221240993
491	0.03220418272
492	0.03213414238
493	0.03213332717
494	0.03207714226
495	0.03201284188
496	0.03190385712
497	0.03172889338
498	0.03167622264
499	0.03149987122
500	0.03142563457
501	0.03124931311
502	0.0310695722
503	0.03103748906
504	0.03103030809
505	0.03094737744
506	0.03074092171
507	0.03073523174
508	0.03061794265
509	0.03061675046
510	0.03060112658
511	0.03055845788
512	0.03044624299
513	0.0303194216
514	0.03013324542
515	0.03001543051
516	0.02996697045
517	0.02995427018
518	0.02980373711
519	0.02973445792
520	0.02964591893
521	0.02960960551
522	0.02948582372
523	0.02938722751
524	0.02938532602
525	0.02934026221
526	0.02926605737
527	0.02926415177
528	0.02924698207
529	0.02917427677
530	0.02917427561
531	0.02914522587
532	0.02907710284
533	0.02894535025
534	0.02882254238
535	0.02869309211
536	0.02849886981
537	0.02849178778
538	0.02841861158
539	0.02833319864
540	0.02825874677
541	0.02812691905
542	0.02805594801
543	0.02804899861
544	0.02804320116
545	0.02795711397
546	0.0278254294
547	0.02780541726
548	0.02769886247
549	0.0276628668
550	0.02763100937
551	0.02760238649
552	0.02744092419
553	0.02741497485
554	0.02739220966
555	0.02739102634
556	0.02733719727
557	0.02731690682
558	0.02730483894
559	0.02723472647
560	0.02723328791
561	0.02717163405
562	0.02717154644
563	0.02710559231
564	0.02702834796
565	0.02701771792
566	0.02696330535
567	0.02695981104
568	0.02692068889
569	0.02691372971
570	0.02683505227
571	0.0267526224
572	0.02668605788
573	0.02659915573
574	0.0265020645
575	0.02642234696
576	0.026346481
577	0.0262155077
578	0.02615581353
579	0.02604307707
580	0.0258692543
581	0.02577560284
582	0.02572586888
583	0.02561205365
584	0.02553213617
585	0.02552401202
586	0.02552315315
587	0.02543011913
588	0.02536906303
589	0.02528748988
590	0.0251517967
591	0.0250785983
592	0.02501644078
593	0.02496118796
594	0.02490716576
595	0.02480860992
596	0.02470055988
597	0.02462663817
598	0.0246200575
599	0.02452420359
600	0.0244539925
601	0.02444602982
602	0.02438276686
603	0.02434250252
604	0.02432316033
605	0.02422332456
606	0.02417580791
607	0.02405963731
608	0.02402769198
609	0.0239255626
610	0.02383254856
611	0.02382696506
612	0.0238140022
613	0.02373981118
614	0.02362799415
615	0.02357100913
616	0.02350502877
617	0.02346860108
618	0.0233912473
619	0.02328735876
620	0.02321480659
621	0.0231353063
622	0.02312163078
623	0.02295511704
624	0.02287901023
625	0.02282835455
626	0.02279887954
627	0.02274455216
628	0.02266464311
629	0.02263050788
630	0.02258511493
631	0.0224828054
632	0.02244186103
633	0.02241815386
634	0.02236308231
635	0.02232712385
636	0.02218773481
637	0.02214534206
638	0.02211247544
639	0.0221054983
640	0.02204126406
641	0.02198086498
642	0.02194400125
643	0.02188228266
644	0.0217821282
645	0.02172439865
646	0.02168275391
647	0.02159402666
648	0.02157898992
649	0.02155732603
650	0.02152272644
651	0.02147338586
652	0.02136345234
653	0.02128830449
654	0.02128568975
655	0.02125035203
656	0.02119653011
657	0.02107985155
658	0.02105906689
659	0.02100575705
660	0.02094622243
661	0.02085970993
662	0.02077031355
663	0.020732093
664	0.02071356772
665	0.0206698088
666	0.02062703977
667	0.02057485267
668	0.02055099447
669	0.02046690291
670	0.02046551411
671	0.02036361739
672	0.02019906335
673	0.02007268849
674	0.02003387476
675	0.01996377914
676	0.01994082289
677	0.01991452534
678	0.01983443155
679	0.01978793814
680	0.019780782
681	0.01972445564
682	0.01966346406
683	0.01959498362
684	0.01955111069
685	0.01954268388
686	0.01949245379
687	0.01943351184
688	0.01942634039
689	0.01937546979
690	0.01934388371
691	0.01925468808
692	0.01925154043
693	0.01923264672
694	0.01916300315
695	0.01912843998
696	0.01907793773
697	0.01902840194
698	0.01899845217
699	0.01896582981
700	0.01895336599
701	0.01893523648
702	0.01888740334
703	0.01888166858
704	0.01887506623
705	0.01887032572
706	0.01882710211
707	0.01881369063
708	0.01881013304
709	0.01876597937
710	0.01868947779
711	0.01864349663
712	0.01859683874
713	0.01856692518
714	0.01851564658
715	0.01847958719
716	0.01847703457
717	0.0184656638
718	0.01845327642
719	0.01842502722
720	0.01841035095
721	0.01836282946
722	0.01835397928
723	0.01833036228
724	0.01830461446
725	0.01825852296
726	0.01825512078
727	0.01824319799
728	0.01820059734
729	0.01813204447
730	0.01809648529
731	0.01804249408
732	0.0180025108
733	0.01794169246
734	0.01785556495
735	0.01769684169
736	0.01764298325
737	0.01759478689
738	0.01756148743
739	0.01753474272
740	0.01748124417
741	0.01742443897
742	0.01734175356
743	0.01730036869
744	0.01725620478
745	0.01724934363
746	0.01715214904
747	0.01711898705
748	0.01708070028
749	0.01704743371
750	0.01701446495
751	0.01698937219
752	0.01693636798
753	0.01690209567
754	0.01686036223
755	0.01681723962
756	0.0168165444
757	0.0168137156
758	0.01677291262
759	0.01672921864
760	0.01669496904
761	0.01663709816
762	0.0166275123
763	0.01661753458
764	0.01659179985
765	0.0165477479
766	0.01652330118
767	0.0165169943
768	0.01647322342
769	0.01643327517
770	0.01637184477
771	0.01633457174
772	0.01633014416
773	0.0162907111
774	0.01624868575
775	0.01622534989
776	0.01618063586
777	0.01615078844
778	0.01610424242
779	0.01602735354
780	0.01596546265
781	0.01594117246
782	0.015930865
783	0.01589485986
784	0.01585837868
785	0.01580486861
786	0.01579516497
787	0.01573657356
788	0.01570123251
789	0.01565853946
790	0.01562469581
791	0.01560326932
792	0.01560188453
793	0.01558233913
794	0.01555823123
795	0.01546843544
796	0.01543610381
797	0.01540063227
798	0.01537848348
799	0.01537542159
800	0.01533182197
801	0.0152980102
802	0.01527056398
803	0.01524880189
804	0.01523134191
805	0.01519321495
806	0.01516789971
807	0.01512904512
808	0.01512530345
809	0.01510529655
810	0.01507985524
811	0.01503560193
812	0.01501584182
813	0.01499714411
814	0.01494283794
815	0.01491462922
816	0.01489278822
817	0.01487513223
818	0.01483520236
819	0.01481496739
820	0.01476225699
821	0.0147212371
822	0.01465012039
823	0.01461061557
824	0.01456779287
825	0.01453600998
826	0.01449348963
827	0.01447577807
828	0.01446783535
829	0.01444912788
830	0.01442747597
831	0.01440065724
832	0.01437442665
833	0.01435577752
834	0.01431780571
835	0.01429275766
836	0.01426723802
837	0.01423724393
838	0.01422193792
839	0.0141956139
840	0.01416145565
841	0.01415920842
842	0.01414292308
843	0.01412073654
844	0.01407407738
845	0.01401568289
846	0.0139982648
847	0.01396763236
848	0.01393257132
849	0.01386629695
850	0.01383567322
851	0.01381679649
852	0.01381212196
853	0.01380754652
854	0.01379408059
855	0.01377020462
856	0.01374518548
857	0.013728867
858	0.01368394423
859	0.01368081691
860	0.01367622854
861	0.01364880386
862	0.01363017869
863	0.01353664152
864	0.0134935174
865	0.01346947289
866	0.01345114773
867	0.01339854557
868	0.01339122395
869	0.01337604315
870	0.0133478812
871	0.01333303129
872	0.01328349578
873	0.01325296118
874	0.01323858951
875	0.01313104439
876	0.01311723656
877	0.01300986301
878	0.01299250445
879	0.01297526621
880	0.01295958921
881	0.01292054626
882	0.01289274934
883	0.01284420347
884	0.01279855808
885	0.01279405499
886	0.01277620013
887	0.01276173018
888	0.01274071045
889	0.01272124199
890	0.01270406813
891	0.01265942101
892	0.01261050447
893	0.01260630425
894	0.01258550923
895	0.01255433765
896	0.01253768513
897	0.01252134813
898	0.01250898994
899	0.0124965757
900	0.01248945352
901	0.01246594855
902	0.01246281144
903	0.01244282678
904	0.01242468251
905	0.01239913845
906	0.01235030081
907	0.01233256087
908	0.01233118706
909	0.01223346195
910	0.01222175683
911	0.01220324436
912	0.01217897819
913	0.01215885518
914	0.01210617397
915	0.0120870986
916	0.01208234342
917	0.01206427519
918	0.01203949078
919	0.01202245101
920	0.01197118481
921	0.01192124287
922	0.01189428286
923	0.011872012
924	0.01186859718
925	0.01182309172
926	0.01177869189
927	0.01176412538
928	0.01171616905
929	0.01171346745
930	0.01171081531
931	0.01170156597
932	0.01166211193
933	0.01164106359
934	0.01163759039
935	0.01159914801
936	0.01159661138
937	0.0115749825
938	0.01154599693
939	0.01153340696
940	0.01153002453
941	0.01151163144
942	0.01150080869
943	0.01148414196
944	0.01146099435
945	0.01145789074
946	0.01145538615
947	0.01145329472
948	0.01143604307
949	0.01140979649
950	0.01140851679
951	0.01138590624
952	0.01135838475
953	0.01134206453
954	0.01132608071
955	0.01132482961
956	0.01130305003
957	0.0112922185
958	0.01126355621
959	0.01126236118
960	0.01124937845
961	0.01123634904
962	0.0112191867
963	0.01116314525
964	0.01116080076
965	0.01115849867
966	0.01115397001
967	0.01114598329
968	0.01107845614
969	0.01106197955
970	0.01102533291
971	0.01102237412
972	0.01100965195
973	0.01100855564
974	0.0109961212
975	0.01095615691
976	0.01094371155
977	0.01086196813
978	0.01086122502
979	0.0108489063
980	0.01076951505
981	0.01076149034
982	0.01074121619
983	0.01072684633
984	0.01072328863
985	0.01071759718
986	0.01070548528
987	0.010693496
988	0.01068796772
989	0.01066789167
990	0.01064049096
991	0.01062142901
992	0.01060750991
993	0.01059563637
994	0.01057472848
995	0.01056870067
996	0.01052793145
997	0.01049398997
998	0.01048354536
999	0.01047023997
