iter	Passed	Remaining
417	2907	4048
418	2913	4040
419	2920	4033
420	2926	4025
421	2934	4019
422	2941	4012
423	2948	4005
424	2955	3998
425	2963	3993
426	2969	3985
427	2976	3978
428	2982	3969
429	2989	3962
430	2995	3954
431	3001	3946
432	3006	3937
433	3012	3929
434	3022	3925
435	3029	3919
436	3037	3913
437	3044	3906
438	3052	3900
439	3061	3895
440	3068	3889
441	3075	3882
442	3082	3875
443	3088	3867
444	3095	3860
445	3102	3853
446	3109	3846
447	3115	3838
448	3122	3831
449	3129	3825
450	3136	3817
451	3142	3809
452	3148	3802
453	3155	3794
454	3161	3787
455	3168	3780
456	3174	3771
457	3180	3763
458	3186	3756
459	3193	3749
460	3200	3742
461	3206	3733
462	3212	3726
463	3219	3719
464	3226	3712
465	3234	3706
466	3242	3700
467	3250	3694
468	3256	3687
469	3262	3679
470	3268	3671
471	3275	3664
472	3286	3662
473	3295	3656
474	3303	3651
475	3311	3645
476	3318	3638
477	3324	3630
478	3330	3622
479	3336	3614
480	3343	3607
481	3350	3600
482	3356	3592
483	3362	3584
484	3368	3577
485	3375	3570
486	3383	3563
487	3390	3557
488	3396	3549
489	3403	3542
490	3409	3534
491	3416	3528
492	3424	3521
493	3430	3514
494	3438	3508
495	3445	3501
496	3452	3494
497	3458	3486
498	3464	3478
499	3470	3470
500	3477	3463
501	3484	3456
502	3490	3448
503	3496	3441
504	3503	3433
505	3509	3426
506	3515	3418
507	3522	3411
508	3528	3403
509	3534	3396
510	3541	3389
511	3548	3382
512	3555	3374
513	3561	3367
514	3567	3359
515	3573	3352
516	3580	3344
517	3586	3337
518	3593	3330
519	3599	3322
520	3606	3315
521	3612	3308
522	3619	3301
523	3626	3294
524	3634	3288
525	3642	3282
526	3648	3274
527	3654	3267
528	3660	3259
529	3667	3252
530	3673	3244
531	3680	3237
532	3685	3229
533	3692	3222
534	3699	3215
535	3705	3207
536	3712	3200
537	3718	3193
538	3724	3185
539	3730	3178
540	3737	3171
541	3743	3163
542	3749	3155
543	3755	3147
544	3762	3140
545	3769	3134
546	3775	3127
547	3781	3119
548	3788	3112
549	3799	3108
550	3804	3100
551	3811	3093
552	3818	3086
553	3825	3080
554	3832	3073
555	3840	3066
556	3847	3059
557	3852	3051
558	3859	3044
559	3865	3037
560	3872	3030
561	3878	3022
562	3884	3014
563	3907	3020
564	3914	3013
565	3922	3007
566	3930	3001
567	3938	2995
568	3947	2989
569	3954	2983
570	3962	2976
571	3969	2970
572	3976	2963
573	3984	2957
574	3992	2951
575	3999	2943
576	4005	2936
577	4011	2929
578	4018	2922
579	4025	2915
580	4032	2908
581	4039	2901
582	4046	2894
583	4052	2886
584	4065	2884
585	4079	2882
586	4086	2875
587	4091	2867
588	4098	2860
589	4106	2853
590	4113	2846
591	4120	2839
592	4126	2832
593	4133	2825
594	4139	2817
595	4146	2810
596	4153	2803
597	4160	2796
598	4168	2790
599	4175	2783
600	4182	2776
601	4188	2769
602	4194	2761
603	4200	2754
604	4207	2747
605	4214	2740
606	4221	2733
607	4227	2725
608	4233	2718
609	4240	2711
610	4247	2704
611	4255	2697
612	4263	2691
613	4270	2684
614	4277	2677
615	4283	2670
616	4289	2662
617	4297	2656
618	4305	2649
619	4312	2643
620	4319	2636
621	4326	2629
622	4333	2622
623	4341	2615
624	4348	2609
625	4354	2601
626	4360	2593
627	4366	2586
628	4372	2579
629	4379	2572
630	4388	2566
631	4396	2560
632	4403	2553
633	4411	2546
634	4418	2539
635	4425	2533
636	4432	2526
637	4440	2519
638	4446	2512
639	4454	2505
640	4461	2498
641	4468	2491
642	4475	2484
643	4482	2478
644	4489	2471
645	4496	2463
646	4502	2456
647	4509	2449
648	4516	2442
649	4523	2435
650	4531	2429
651	4539	2422
652	4547	2416
653	4554	2409
654	4564	2404
655	4571	2397
656	4579	2390
657	4586	2383
658	4592	2376
659	4598	2368
660	4604	2361
661	4611	2354
662	4618	2347
663	4624	2340
664	4630	2332
665	4636	2325
666	4643	2318
667	4649	2311
668	4656	2303
669	4662	2296
670	4669	2289
671	4676	2282
672	4682	2275
673	4689	2268
674	4696	2261
675	4703	2254
676	4709	2247
677	4715	2239
678	4722	2232
679	4729	2225
680	4736	2218
681	4743	2211
682	4751	2205
683	4758	2198
684	4764	2190
685	4770	2183
686	4776	2176
687	4783	2169
688	4790	2162
689	4796	2155
690	4806	2149
691	4814	2142
692	4820	2135
693	4826	2128
694	4832	2120
695	4839	2113
696	4846	2107
697	4853	2100
698	4861	2093
699	4867	2086
700	4875	2079
701	4883	2072
702	4890	2066
703	4898	2059
704	4904	2052
705	4910	2045
706	4917	2038
707	4924	2031
708	4931	2024
709	4938	2017
710	4946	2010
711	4952	2003
712	4958	1995
713	4965	1988
714	4972	1981
715	4979	1975
716	4986	1968
717	4994	1961
718	5002	1954
719	5008	1947
720	5014	1940
721	5022	1933
722	5029	1926
723	5035	1919
724	5042	1912
725	5049	1905
726	5054	1898
727	5061	1890
728	5068	1884
729	5074	1876
730	5081	1869
731	5086	1862
732	5092	1855
