iter	MAE
291	273.5318934
292	273.5236379
293	273.1368642
294	272.5978783
295	272.3543424
296	272.1743177
297	272.1090275
298	271.9113925
299	271.6913562
300	271.6355297
301	270.5053209
302	270.4659195
303	270.1445467
304	270.0056254
305	269.9479284
306	269.7430786
307	269.5725953
308	269.190926
309	268.490856
310	268.442006
311	268.3082008
312	268.1114926
313	268.0641222
314	268.0329226
315	267.98506
316	267.9041785
317	267.6623951
318	267.262637
319	266.6643649
320	266.6396055
321	266.596535
322	265.6695825
323	265.4843028
324	265.0629889
325	264.9846743
326	264.4869468
327	264.4484112
328	264.4362049
329	264.3909375
330	264.3335167
331	264.0372699
332	263.8194849
333	263.7861878
334	263.7586692
335	263.4318105
336	263.3540744
337	263.1841583
338	263.1754379
339	263.1508303
340	263.11707
341	262.9665259
342	262.8508666
343	262.6700536
344	262.3899897
345	262.3802882
346	262.3202727
347	262.1341265
348	262.0825166
349	262.0241119
350	261.9947736
351	261.2970457
352	261.2749255
353	260.4779408
354	259.9576928
355	259.7419206
356	259.7276018
357	259.5205793
358	259.489413
359	259.4748716
360	259.4632126
361	259.1095644
362	258.7504009
363	258.7042517
364	258.666557
365	257.8510437
366	257.833993
367	257.2826031
368	257.2578623
369	257.0852759
370	256.4664948
371	256.3068161
372	256.2890585
373	256.1932999
374	256.1697804
375	255.4603311
376	255.3294335
377	255.3254367
378	255.1571304
379	254.4892083
380	254.2448908
381	254.2371912
382	254.1529342
383	252.6278196
384	252.6150212
385	252.3441001
386	252.2009954
387	252.0910077
388	252.0132191
389	251.8421358
390	251.5652525
391	251.195161
392	250.9024371
393	250.1674347
394	250.1523892
395	249.7935359
396	249.5930956
397	249.4378738
398	249.1574679
399	248.9827724
400	248.77727
401	248.702796
402	248.6967062
403	248.6810264
404	248.5821094
405	248.5571318
406	248.5518398
407	248.4749473
408	248.4150037
409	248.1275975
410	247.9372531
411	247.8394327
412	247.4790089
413	247.4513198
414	247.3217826
415	247.1714646
416	247.1622772
417	247.1393515
418	247.1113565
419	247.106477
420	247.0418031
421	247.0201595
422	246.9422164
423	246.872776
424	246.8655738
425	246.8434939
426	246.6966858
427	246.6800177
428	246.5166011
429	246.5147964
430	246.0593725
431	246.0269304
432	246.0140686
433	246.0067288
434	245.7307926
435	245.7186862
436	245.7035533
437	245.6940862
438	245.68017
439	245.5601114
440	245.5141997
441	245.4140065
442	245.3882879
443	245.3627489
444	245.3302
445	244.9768232
446	244.9366657
447	244.4803276
448	244.4074215
449	244.0677686
450	243.882609
451	243.3310985
452	243.2173151
453	243.1916638
454	242.6216092
455	242.5288454
456	242.5259017
457	241.9940697
458	241.9695294
459	241.9523552
460	241.91924
461	241.5309617
462	240.8376672
463	240.8211927
464	240.5598202
465	240.1676241
466	240.1296427
467	239.8475095
468	239.4067398
469	239.3790562
470	239.3472312
471	239.0866444
472	238.995573
473	238.7468876
474	238.6289588
475	238.3962101
476	238.2784713
477	238.2575864
478	238.0742599
479	237.3046688
480	237.0155432
481	236.9314684
482	236.8838644
483	236.4416756
484	236.4069226
485	236.3375705
486	236.3044446
487	235.9447886
488	235.5510237
489	235.548706
490	235.5472
491	235.3468049
492	234.6669772
493	234.5375302
494	234.0498288
495	233.8765142
496	233.867009
497	233.8569891
498	233.8078603
499	233.778579
500	233.7494235
501	233.743621
502	233.5256506
503	233.4755348
504	233.2479152
505	232.9349729
506	232.5478718
507	232.500154
508	232.4862775
509	232.4752973
510	232.4658737
511	232.4503745
512	232.4479491
513	232.4345053
514	231.9802364
515	231.8890911
516	231.3009143
517	231.2306884
518	231.1965377
519	231.1294374
520	230.9629574
521	230.6538142
522	230.6461117
523	230.5762283
524	230.4049072
525	230.0412593
526	230.0167921
527	229.9909196
528	229.3880454
529	229.1924102
530	229.1885936
531	229.1818831
532	229.1541552
533	229.1085151
534	228.8540247
535	228.8443857
536	228.3599826
537	228.3556567
538	228.3220183
539	228.3204679
540	228.2913734
541	228.2660758
542	228.2435769
543	228.2320102
544	228.172073
545	226.9983407
546	225.7933683
547	225.492049
548	224.7301207
549	224.4934376
550	223.2965402
551	222.9051773
552	222.8838384
553	221.7822716
554	221.7331108
555	221.3927834
556	221.3575082
557	221.3382763
558	221.1956865
559	220.9287132
560	220.8314155
561	220.4968454
562	220.0679413
563	219.5466582
564	219.5100762
565	219.4903331
566	219.4147909
567	219.4036817
568	219.3998439
569	219.3725312
570	219.3230436
571	219.2303202
572	219.2206119
573	219.1977126
574	219.1890682
575	219.177155
576	219.1746995
577	219.1714613
578	218.693334
579	218.6837547
580	218.6301321
581	217.7185735
582	217.0198056
583	216.3231981
584	216.309534
585	216.2249445
586	216.0585605
587	214.7652579
588	214.4061593
589	214.3242566
590	214.2574711
591	213.4247148
592	213.3966928
593	213.1545899
594	213.1101727
595	213.1088306
596	213.1073278
597	212.9441905
598	212.7250527
599	212.2703905
600	211.8078822
601	211.3088527
602	211.0699595
603	210.4050086
604	210.0746009
605	210.0190407
606	210.0029349
607	209.5591598
608	209.5216627
609	209.4913252
610	209.3126046
611	209.300987
612	209.1729179
613	209.1299238
614	209.0882766
615	209.0700072
616	208.9833502
617	208.936807
618	208.706909
619	208.6999467
620	208.6912817
621	208.6490633
622	208.629141
623	208.5888069
624	208.4772993
625	208.4507746
626	208.4204537
627	208.3529191
628	208.331011
629	208.3048057
630	208.3036825
631	208.2029997
632	207.8664061
633	207.8627277
634	207.801059
635	207.7423272
636	207.5642328
637	207.5392441
638	207.5145028
639	207.4850259
640	207.4444416
641	207.4291563
642	207.4202753
643	207.2819298
644	207.1184711
645	207.0400722
646	207.0089653
647	206.4121502
648	206.352074
649	206.309055
650	206.263385
651	206.0128706
652	205.9819367
653	205.8581508
654	205.7289459
655	205.704756
656	205.693548
657	205.655966
658	205.5434832
659	205.5236432
660	205.2624357
661	205.2404306
662	205.1670647
663	205.1632139
664	204.909055
665	204.7298588
666	204.5768994
667	204.5687904
668	204.3857835
669	204.3771164
670	204.2510839
671	204.2431985
672	204.2351579
673	204.0347437
674	204.0244882
675	203.7781193
676	203.6541455
677	203.6055941
678	203.587949
679	203.5506874
680	202.5430214
681	202.3016814
682	202.2647622
683	202.1558295
684	202.0555405
685	201.8362645
686	201.7937167
687	201.7723955
688	201.7213292
689	201.4658238
690	201.3596748
691	201.3452147
692	201.2983283
693	201.266335
694	201.0262937
695	201.0189996
696	200.9886764
697	200.9848515
698	200.8582956
699	200.5157984
700	200.4970765
701	200.2971973
702	200.2637249
703	200.2624673
704	199.974802
705	199.8805121
706	199.8765497
707	199.8630661
708	199.8158526
709	199.8112645
710	199.8088839
711	199.7089074
712	199.7021681
713	199.6938733
714	199.6421178
715	199.479687
716	199.3896199
717	199.34234
718	199.2773812
719	199.1663837
720	199.0976496
721	199.041215
722	198.9895276
723	198.9881991
724	198.7374415
725	198.7072516
726	198.4216998
727	198.3591411
728	197.9667681
729	197.8972273
730	197.8894775
731	197.8762391
732	197.7482666
733	197.7165107
734	197.7145879
735	197.6144927
736	197.5914553
737	197.0760039
738	196.7735842
739	196.6793111
740	196.6184964
741	196.5540862
742	196.404313
743	196.3648089
744	196.3147863
745	196.1342379
746	196.0928809
747	195.0226036
748	194.9672515
749	194.4183379
750	194.183929
751	194.1797942
752	194.0399876
753	193.7766966
754	193.6818739
755	193.0767099
756	193.0572537
757	192.9691229
758	192.3407929
759	192.3376961
760	192.3179498
761	192.2375044
762	192.1620474
763	192.1475276
764	192.1426294
765	192.1057856
766	192.0540031
767	191.8031819
768	191.7522526
769	191.7054362
770	191.3159055
771	191.0211396
772	191.0163944
773	190.9673589
774	190.6686688
775	190.6205269
776	190.5739695
777	190.5528332
778	190.5472867
779	190.5318734
780	190.4836098
781	190.3908132
782	190.1845005
783	190.152246
784	190.1016755
785	190.0883385
786	190.0632874
787	190.0446637
788	190.0170659
789	190.0095272
790	190.0011441
791	189.9400973
792	189.6373795
793	189.6230763
794	189.5877574
795	189.4214769
796	189.3498769
797	189.3205904
798	189.2166994
799	189.2092156
800	188.7177439
801	188.6369895
802	188.5410443
803	188.4746003
804	188.4337837
805	188.3499392
806	188.1852131
807	188.1112607
808	187.8376386
809	187.8200033
810	187.7919292
811	187.7844463
812	187.7659562
813	187.7493903
814	187.6750064
815	187.5765214
816	187.5206731
817	187.3562027
818	187.2940385
819	187.2872287
820	187.1886466
821	187.1860651
822	187.1563111
823	187.1419499
824	187.1317787
825	187.0951566
826	187.0687631
827	186.8329989
828	186.8127974
829	186.7932294
830	186.7466391
831	186.7286324
832	186.6562399
833	186.6310882
834	186.6158449
835	186.5036959
836	186.497574
837	186.4681836
838	185.670414
839	185.6097111
840	185.321135
841	185.2750843
842	185.2353541
843	185.1264684
844	184.7611241
845	184.6286459
846	184.5905046
847	184.5441031
848	184.3552431
849	184.3162377
850	184.2815472
851	184.1690226
852	184.1067336
853	184.05939
854	183.9356403
855	183.9068989
856	183.8946705
857	183.8708213
858	183.8417975
859	183.8189347
860	183.7847274
861	183.770736
862	183.7545771
863	183.6994062
864	183.2297739
865	183.0168641
866	182.8647841
867	182.8330653
868	182.3973103
869	182.1998099
870	182.1327218
871	182.0491959
872	181.9479043
873	181.923416
874	181.9211711
875	181.8405729
876	181.8300506
877	181.8177399
878	181.5759495
879	181.5646341
880	181.5443827
881	181.5356655
882	181.528697
883	181.3695406
884	181.345969
885	181.3260379
886	181.3244902
887	181.2336024
888	181.2292095
889	181.0645963
890	181.0537833
891	180.9315554
892	180.544099
893	180.2736238
894	180.2264992
895	180.1939254
896	180.1649412
897	180.1504002
898	180.1376011
899	180.0938324
900	180.0289653
901	179.9239097
902	179.8169038
903	179.5669709
904	179.4739762
905	179.4301131
906	179.4272788
907	179.2442851
908	179.0953045
909	178.8216936
910	178.5333392
911	178.5157783
912	178.0723209
913	177.7229086
914	177.4944891
915	177.4830024
916	177.4102106
917	177.3242077
918	177.2924832
919	177.1577712
920	177.147133
921	177.1263771
922	177.1200478
923	177.1013572
924	176.875881
925	176.8421956
926	176.7957785
927	176.7806489
928	176.7587744
929	176.5372345
930	176.507279
931	176.3846547
932	176.2622893
933	176.1992911
934	176.1917342
935	176.1890271
936	175.9824019
937	175.9800336
938	175.912481
939	175.8673648
940	175.8648672
941	175.8525265
942	175.8505637
943	175.8087404
944	175.6634781
945	175.6617458
946	175.5261888
947	175.5005815
948	175.4815966
949	175.4642038
950	175.3700157
951	175.3519902
952	175.3044742
953	175.2715494
954	175.2598817
955	175.2449726
956	175.168486
957	175.1379503
958	175.0883341
959	175.0163038
960	174.963913
961	174.9438693
962	174.6942876
963	174.539465
964	174.4878665
965	174.3265116
966	174.3155764
967	174.28125
968	174.2775656
969	173.9326841
970	173.9104094
971	173.8027769
972	173.7986882
973	173.7008206
974	173.6238781
975	173.3995477
976	173.2558852
977	173.2420211
978	173.1692333
979	173.160031
980	173.0432652
981	172.9667125
982	172.62442
983	172.6083191
984	172.579743
985	172.4387599
986	172.3826816
987	172.3278597
988	172.3250563
989	172.2254569
990	172.2154178
991	172.1583303
992	172.1557421
993	171.9036081
994	171.8834732
995	171.8008326
996	171.780741
997	171.6763197
998	171.6318187
999	171.6167135
