title,publication,author,followers,reading_time,n_words,pure_text,date,responses,n_code_chunks,bold_text_count,italic_text_count,mean_image_width,mean_image_height,n_images,n_lists,n_vids,n_links,claps
"
            
            towardsdatascience.com
        ",Towards Data Science,,,9.0,,,2019-05-20,0.0,0.0,,,,,,,,,263.0
"
            
            towardsdatascience.com
        ",Towards Data Science,,,9.0,,,2019-05-20,0,0.0,,,,,,,,,263.0
