iter	BalancedAccuracy	Logloss
0	0.9634541874	0.2481097105
1	0.9789181049	0.1335232602
2	0.9789181049	0.08706802361
3	0.9840727441	0.06646415972
4	0.9892273833	0.05012162863
5	0.9948453608	0.03925804196
6	0.9948453608	0.03388035058
7	0.9948453608	0.03011958471
8	0.9948453608	0.02653305038
9	1	0.02189783677
10	1	0.01989673115
11	1	0.01821670516
12	1	0.01597031296
13	1	0.01450366077
14	1	0.01355531358
15	1	0.01231493622
16	1	0.01138926039
17	1	0.01080773068
18	1	0.01029373899
19	1	0.009653451584
20	1	0.009034671264
21	1	0.00863887073
22	1	0.008174016783
23	1	0.007866398328
24	1	0.007614021664
25	1	0.0073798397
26	1	0.00717122204
27	1	0.006844825223
28	1	0.006557894095
29	1	0.006390037564
30	1	0.00616174857
31	1	0.005941980838
32	1	0.005694717041
33	1	0.005566849501
34	1	0.005419553738
35	1	0.005237144066
36	1	0.00508191256
37	1	0.004967431065
38	1	0.004831316694
39	1	0.004739968727
40	1	0.004597857026
41	1	0.004445840769
42	1	0.004310878139
43	1	0.004239273199
44	1	0.00417202125
45	1	0.004096095152
46	1	0.003992630395
47	1	0.003925880444
48	1	0.003836143362
49	1	0.003779597772
50	1	0.003645089809
51	1	0.003566044043
52	1	0.003516826832
53	1	0.003468455834
54	1	0.003396680892
55	1	0.00335229861
56	1	0.003272042555
57	1	0.003207848938
58	1	0.0031332428
59	1	0.003093620548
60	1	0.003056140097
61	1	0.002999055271
62	1	0.002964348079
63	1	0.002923347147
64	1	0.002891250975
65	1	0.002849620822
66	1	0.002820636446
67	1	0.002791614964
68	1	0.002764087937
69	1	0.002718196747
70	1	0.002684955237
71	1	0.002640940907
72	1	0.002608991992
73	1	0.002558577448
74	1	0.002529938719
75	1	0.002500606145
76	1	0.002479093844
77	1	0.002454941303
78	1	0.002411150926
79	1	0.002363064974
80	1	0.002342022469
81	1	0.002324314599
82	1	0.002303441282
83	1	0.002283624363
84	1	0.002261290169
85	1	0.002229572313
86	1	0.002199427382
87	1	0.0021587973
88	1	0.002131029738
89	1	0.002118508082
90	1	0.002101142106
91	1	0.00207525225
92	1	0.002050786377
93	1	0.002038894466
94	1	0.002004337812
95	1	0.001987077085
96	1	0.0019656405
97	1	0.001931871412
98	1	0.001918696282
99	1	0.00188822846
